Review,NPS
Flight to BKK from PRG via Kiev was for a good price and the schedule was ideal for us no delays new terminal in KBP. The service was just fine you don't get extras if you need pampering look elsewhere and pay for it.,Promoter
  Sydney to Delhi via Abu Dhabi in business class. Fantastic food and thats it - nothing more I can comment on expect for the Lounge in Abu Dhabi. Cabin Service was very average,Detractor
"Frontier used to be Denver hometown airline, not at all anymore. Whoever took them over last year has stripped the cabins bare. The seats are incredibly uncomfortable, narrow and packed together. I am a small person, 5"", 110 lbs. We flew from Denver to DC January 2016, 2.5 hour flight. I sat on my jacket the whole way for some cushion. I recommend bringing a seat cushion, like you would if you were sitting on bench for a game. There is no plugins for devices, coffee is $2 - really? You pay for everything. Pack your own water and your own healthy food, because all they have is junk food to purchase. Leg room, unless you pay extra, is non- existent. They charge for checked and carry-on luggage. By the time you add everything you need to a basic ticket you are paying more than most other airlines. They also make you buy a subscription to get the lowest basic prices. I always flew Frontier in the past, not anymore. Southwest is looking really good to me. Finally, getting the luggage out in a timely manner has somehow escaped them in all these changes, too few staff? At both ends we waited about 45 minutes for the luggage to surface from the bowels of the airports.",Detractor
My husband and I were on the flight from Madrid to New York on 15th April. We were supposed to land at 2.30pm and it was about 8.30pm when we finally landed. The pilot kept trying to land at JFK and could not because of the weather. We had to go to Boston and refuel then go back to New York to land. I want to commend the pilot and all the crew on the flight. They handled everything very professionally. The pilot kept everyone apprised of what was happening and even came out and spoke to everyone in English and Spanish when we were on the ground in Boston. When we landed we had to talk to the staff at the Iberia Air counter to figure out how to get home. There were many people in the same situation as us so we had to wait quite a while. Given a hotel for the night given meal vouchers told us where to catch a shuttle to the hotel and arranged flights for the next afternoon. What was a really bad situation was made a lot more tolerable because of the crew on the plane and the staff at the counter at the airline terminal. I would and will certainly recommend Iberia.,Promoter
"  Food wise, it was bleah to meh but palatable. The FA were quite fast to attend to general request. The IFE screen was small and the selection of movies was meagre but with the small screen with poor resolution, my handphone (Samsung Note 3) provided better entertainment if I wanted to use it. I pre-ordered an item for Duty Free purchase for my wife on the prior flight and supposed to collect it on this flight. However, they said there was a mistake made by the FA on the prior flight who helped make our pre-order. The response that I got was: ""please call us when you reach your destination and we will sort it out."" What? Call? I told them they should try to rectify it on their end and when we disembark. Why aren't the FA trained properly? It could have been better managed!",Detractor
DOH-AUH-JNB return. Flight out to JNB was fantastic first leg on an Airbus A320 from Doha to Abu Dhabi a short flight that went smoothly. The were people to meet and assist at Abu Dhabi the connection was very smooth and the onward flight was on a newly refurbished A330 with the newest product in Business Class and the food was superb as was the IFE. Cabin staff were excellent and addressed us by our name I would like Etihad to give a much better amenity kit than the very poor one they give out right now. On the return it was nothing short of a disaster on all levels after arriving at JNB airport and getting our tax work done and checking in our luggage the lady at check in tells us that we will not be flying on Etihad but on Air Seychelles. I would have appreciated it if Etihad would have contacted me before I left my hotel and told me of the situation and given me a choice. The seats on the flight were uncomfortable and very hard though the leg room was good the sleeping position was terrible as it was not straight and the IFE was terrible the screen was very small and the selection was poor I refused to have a meal and just had a glass of Orange juice. I was contacted by Etihad after arrival and they offered me an apology which I accepted I will give Etihad another chance but they could have handled the situation so much better than they did.,Passive
Efficient service and no problems encountered on LHR-SEO then SEO-AKL return. I would recommend trying the more traditional Korean foods rather than the somewhat bland western meals. Staff were attentive and the seats were more than adequate.,Promoter
"Detroit to Chicago. This company has been the absolute worst. On my way from Boise Idaho to Detroit MI I was delayed two hours which caused a missed connection and what should've been 6 hours in the airport turned to 16 hours. Not only this I pretty much had to fight to get an earlier landing flight in Detroit so I wouldn't miss my best friends wedding (that I was standing in). Of course that put a sour taste in my mouth and as I attempt to leave today I was advised (an hour and a half before the flight was supposed to leave) the flight would be delayed for 2 hours. I am missing my connecting flight and will have to spend an entire day/night in the airport, miss work, and be completely miserable. This being the end of my trip I have absolutely no clean clothes and being a student I have no extra money for food and those sort of expenses. I will never fly this airline again. I would rather pay $400 extra through Delta or Alaska Airlines than fly through United again. They don't know how to orchestrate their staff or airplanes obviously and this extra added stress was not worth the $50 savings compared to Delta.",Detractor
LHR-BKK return. The 777-300 in economy the experience was comfortable and indeed professional but it still lacked what we have come to expect from decent scheduled carriers. Cabin staff were efficient but the lack of little extras made the trip frustrating. No hot towels no pre-meal drinks service no menu card to choose from great difficulty in getting alcoholic drinks during the flight (impossible on the return flight despite repeatedly asking). They will have to up their game before we will consider booking them again.,Passive
"  Redmond to Denver. I wanted to acknowledge the outstanding assistance I received from a booking agent of the Alaska Air Seattle, WA. office in making last minute reservations for two separate trips I was planning to take. The agent patiently walked me through the process to book a flight from Redmond, OR to Denver, CO. on October 3rd, 2017. She also assisted me in booking a flight for my wife and I round trip from Portland, OR to Fort Myers, FL departing on April 24th, 2018 and returning May 19th, 2018. She was friendly and polite throughout our entire contact and serves as a great representative to Alaska Airlines which is why I continue to choose Alaska AL whenever available.",Promoter
"Hong Kong to Amsterdam. Very fast check-in, plus one hour at the fantastic The Bridge lounge, where a full bakery offered variations of pies and pizzas plus usual Chinese food. Fortunately! We only had a light supper on board, instead of the announced dinner mentioned on reservation, justified by the 1:00am departure. Full flat bed on a long lasting night flight was welcome, even if being a hard one for European standards. Crew was always present and fully ready for servicing, until the last minute.",Promoter
12/2013. LHR-LAX. A380. Aircraft was clean. Seats were comfortable but the leg space was restricted by the IFE- computer which has been installed underneath the seat in front. Amenity kit contained a cushion blanket headphones and toothbrush. There were no eye shades and ear plugs. Food both ways the same selection: Tikka Masala or macaroni and cheese of average quality followed by a small ice cream and a sandwich or breakfast croissant. FA's lacked courteousness friendliness and motivation. There was on both flights repeatedly no reaction to the call button and they were several hours not present in the cabin. IFE-system is good with a big selection of movies documentaries etc. Due to a malfunction the system had to be restarted which erased the preferences. This experience with British Airways is not compatible to other flag carriers due to the lack in service and the restricted seating.,Passive
LHR-WAW-LHR economy class. First time I have flown LOT. Fairly standard offering nothing special about LOT cabin service. Other carriers are better in comparison.,Passive
"Flew Leeds Bradford to Amsterdam with KLM City Hopper. New plane, loads of leg room, snack served on both outward and return journeys. Staff very helpful. Good communication from flight deck. All in all a very pleasant experience - well done KLM. Our first flight with them, but will certainly use them again.",Promoter
Sydney-Dallas QF007 on September 5 2014. Paying a premium for QF Premium Economy and looking at their website - I must say I was expecting something exceptional. This was not the case. 747-400 Seat 36K is said to be one of the best seats but if you are 6ft+ then this is not the case. The wall in front means you actually have less leg room than standard economy. The cabin was 100% full and the single toilet was used consistently especially by QF staff as their rest area was adjacent to it. Meals etc were quite good however it seemed economy passengers were offered ice cream/chocolates etc mid flight - but we were not (minor issue I know but at double the price I expected more). Was never offered a drink (except at meal times). An exit seat in economy would have saved me $2000 and been of better value I feel.,Passive
 New York JFK to Warsaw and flight on time. Two meals served,Promoter
"Outbound flight from LHR to HKG was late taking off by half an hour, so my bags didn't make the connecting flight to Guangzhou as the connection was only an hour in the first place. I found the seat and leg room quite small compared to Emirates economy, also the service was not up to the same standard. My bags were delivered by courier a day later. The same trouble on the return leg as the one Guangzhou flight to hong kong was delayed, and I had to tear through to board for the hong kong-london leg. My bags just made it. Noisy, rattling aircraft and again seat felt cramped. Largely disappointed as Cathay Pacific had won airline of the year, but they didn't come close to Emirates.",Passive
Kunming to Chengdu 26 September. Good points: 3 week old 737-800 with passably comfortable seats that reclined and had ample leg room. Food and drink provided for a flight just over an hour long although being a vegetarian the ham sandwich was not to my taste. Bags waiting on the carousel - beware the long walk that characterises modern Chinese airports. Bad points: Twice the price of the outbound flight though to be fair it was a peak time departure (1630). An hour late leaving with no explanation other than the incoming plane was delayed,Passive
" Bangkok to Mumbai. One of the worst customer service encountered. I left a small baggage onboard the flight and I called to ask if I could get the baggage from the airport I arrived in. They said yes and I went there to collect it and it was not there. Umpteen calls and they told me that it was now in Bangkok Airport. I contact them to get more information on it and up till now I still cant get my baggage. I called contact centre and they refer me to customer service, who hung up on me when I proposed that someone or another manager could help out in resolving this issue.",Detractor
Flew MEL-AUH-AMS. Seats were cramped. Food was pretty good and so was the entertainment. Flight attendants were ok but they were quite peculiar about giving you more water. Being on planes for more than 15+ hours one gets dehydrated. Clean up after meals were too slow. It took them more than half an hour to come back and collect the rubbish. Transiting through Abu Dhabi was horrible. They make you go through security again and on our flight back to Melbourne we had to go through security twice. Boarding and transiting logistics needs to be looked at it's it not streamlined overlaps and absolutely chaotic. Other than the transiting in Abu Dhabi flight was pleasant.,Passive
" Dubai to Cairo return, price was very competitive and timings were more suitable for me. Both flights were on fairly new A330-300 cabin was clean seats are a bit stiff and not very comfortable, however crew were friendly and smiling both flights were on time and arrived ahead of schedule. But the downside is the cleanliness of toilets, it was horrible that I couldn't use. Entertainment system is limited to older movies and not good selection food on both flights was exactly the same breakfast with a tasteless rubber omelette and a piece of falafel and a cheese roll not the best quality and no options or choices. Overall a satisfactory flight for this short sector and price paid.",Passive
"I've flown United Airlines many times, mostly domestic. They've been equally bad each time, but this flight bothered me more since it was a long flight. And maybe I've been spoiled by other good airlines that operate US-Asia routes. The plane looked a little old. Seats were pretty small (for reference, I'm 158cm tall). The entertainment screen looked like one from 20 years ago: touch screen, but you press five times and it still goes to the wrong button. However, they had a decent selection of movies and shows. I tried to play a movie but it kept freezing every five minutes. At first I thought it was just mine who had problems, so I pushed the call button for a flight attendant. 30 minutes later, no sign of any flight attendant, I gave up and already prepared to sleep for the remaining 12 hours of the flight. It turned out later, it was an issue with the whole entertainment system on that flight. After they reset the system, which took another 20 minutes, mine worked ok, but I know I was one of those lucky ones. The food onboard was terrible. I was pretty hungry but still didn't finish any of the meals they gave me. Well, they got me to Tokyo in one piece, so at least there's that. Bottom line: don't fly with United Airlines if you have/can afford other options.",Detractor
ICN-ORD in first class suites. After an excellent business flight from Sydney to Seoul I had high expectations for their first class product. Suites were very comparable to Etihad First Suites (probably not as luxurious though the design is very clever and perhaps better). Various functions of the seat made the flight some of the most comfortable I've experienced. AVOD was excellent and 32 inches made a significant difference in viewing. Seats very comfortable especially when sleeping. Crew made beds with duck down duvets and comfortable pyjamas also given. Meals were terrific and was washed down by top tier alcoholic beverages. Charming service from crew as expected and purser provided personal farewells at the end of the flight with gifts.,Promoter
"  Casablanca to Montreal with Air Canda rouge. Air Canada should see ""rouge"" with embarrasment. Travelling from Montreal to Casablanca proved to be a trip from hell. Of course those of us seated in the rear of the plane were left with the vegetarian option only as they ran out of the chicken dish halfway thru. The cabin crew had absolutely no control, people got up when not supposed to and most of their requests were totally ignored. The second beverage service was stopped halfway thru as it was time to prepare for landing. Hoping against hope the return flight would be a more assuring experience, the opposite was true. Again the vegetarian choice only, no offer of being able to purchase an alcoholic beverage (the traveller in front of me was told it was too turbulent to serve wine). Two of the staff sat in the back playing on their phones, a third had a blanket over her head trying to sleep. The second beverage service never took place but people routinely went to the back to get their own coffee or whatever else they needed. Balancing hot coffee walking down an airplane aisle is not an easy task. These transatlantic flights were the worst ever.",Detractor
"Return LHR-ATH. Clean, plane seemed quite new. Staff are friendly and multi-lingual (at least 3 languages on top of Greek). Food is well above average and so is legroom. But bring a book or some entertainment - no in-flight entertainment on this 3.5 hour flight. But overall, I was very impressed. Would happily fly with them again and recommend to friends.",Promoter
" Hong Kong to Taipei. Travel with baby in the trip. The inflight service is good. Although the aircraft is quite old an regional seating. The cabin crew are helpful. The entertainment of the plane provide latest films, however, the flight time is not enough for a 120 min movie. The flight is smooth.",Promoter
Short flight between Phnom Penh and Bangkok. Only a 50 minute flight yet they still came round with a 3 course meal when I said I was vegetarian they offered me a selection of different starters and bread rolls to make up for the fact I couldn't eat the main. Pilot offered a lot of information.,Promoter
We flew to Orlando from Montreal last February. The seats had very little padding. It was very uncomfortable. The distance between seats was very little causing great discomfort when the seat in front was pushed back. I had to push it forward to get out of the seat. Entertainment was non existent unless you wanted to pay. We took our own food because of previous experience. All in all we would not fly Rouge again. We only fly Air Canada because we have very few options.,Detractor
"  There was a delay in departure due to late arrival of the aircraft to the airport as a results of bad weather. As a results some of us missed our connecting flights to Jakarta and Kuala Lumpur. Upon arrival in Singapore, a buggy was waiting for us and we were immediately taken to our new gates. We were told that the next flight will be in less than one hour, hence they could not guarantee our luggage would arrive with us. Upon arrival to our final destination, our luggage did not arrive (as expected). We waited for the arrival of another aircraft from Singapore, still our luggage was not delivered. We lodged a report, and our luggage arrived to our home address at 6 pm the next day. Why push us to the next immediate flight when our luggage couldn't 'join' us I wonder? Otherwise the aircraft is comfortable, food was delivered at speed and efficacy. Cabin crew were friendly.",Passive
" Newark to Bangalore via Mumbai. Worst flight experience. I travelled with my husband. Flight from Newark airport to Mumbai airport, seats were not comfortable, the screen and the remote was defective. We were literally fighting with the screen to select the movie or pause or play it. The remote few buttons was missing for both of us. Food was not good and bread were hard and cold. The service was also not good. Our connecting flight is from Mumbai to Bangalore. We are still waiting at the airport which forced me to share this review at this moment itself. It seems our connecting flight didn't reach airport. After such a long journey it is tiresome to wait for the next flight without any estimation and food. Will try to avoid Air India flight by heart.",Detractor
I would like to say how much I thought Swissair were wonderful in the way they behaved on Sunday. When it looked as if I was going to be 10 minutes late in my connecting flight from Geneva which then went from Brussels to Heathrow they insisted I flew direct and tannoyed all other Heathrow passengers so they could get them on the direct flight from Geneva to Heathrow. This is real 5 star service and their care and friendliness were exemplary.,Promoter
"My experience with this Air India flight was painful and I am not sure if they ever read this and change their process. I was travelling to Kolkata from New York via Delhi. I was supposed to take the next flight from Delhi to Kolkata, 2 hours after reaching Delhi. But I came to know in the last moment that I have to do the customs in Delhi, gather my baggage, re-check and submit my baggage for the flight to Kolkata, and then take the Kolkata flight. All of this in just 2 hours. But surprisingly, the other connecting flight which is after 5 hours wait time in Delhi, automatically checks the baggage (through check in) at Delhi, and we can get in Kolkata for baggage and Customs. Food and beverage service onboard was very poor. The overhead reading lamp does not work, and the staff was ill behaving when they see another customer requesting something.",Detractor
"  My flight from Los Angeles to London was repeatedly delayed for a total of 30 hours. Evidently, there was an electrical problem and the part needed to be flown in before they could make the repair. Norwegian ""handlers"" were rude and offered no help in getting a hotel. When asked a question, one of the handlers held up her hand and rudely said, ""Hold your questions."" They gave $7 food vouchers about 10 minutes before all of the concessions closed at LAX. I telephoned Norwegian's customer service and was hung up on several times, as were other travelers on the same flight. During the flight, they served the food that was stocked for the original flight. The steak was grey and completely inedible. The cabin crew basically turned off the cabin lights and hid in the galley for the flight. I missed my connecting flight, my hotel, my tour and had to rebook my connecting flight at a double the rate. It will take 6 months for Norwegian Air to reimburse me for these charges. My return flight was also delayed 2 hours while they repaired the pilot's handset microphone. My return flight was a completely different experience with lots of offers of water or juice during the flight and (although tiny portions) somewhat decent food. After 2 flights being delayed by repair issues, I believe Norwegian does not keep their planes in good repair. Yes, the leg room is abundant and the price lower than other airlines, but after this, I will never fly on Norwegian again.",Detractor
" Hong Kong to San Francisco. I had a 3hrs transit in HKG, I came from MNL. Boarding was very messy, I wasn't expecting that we have another security check when boarding the plane. Food was very good, but it's super hot. Desserts were given after the main course. Snacks were complementary, you can have snacks anytime throughout the flight. The inflight entertainment system of Cathay is the best for me because of its content, I pushed the flight attendant button for the Snacks, the FA was already in my row, after a second I pushed the button. The A350 is an excellent choice for a long haul flight! 2hrs before we land we had breakfast, the food in Economy was the best food i've ever had with Cathay. Landed in SF earlier than expected arrival time.",Promoter
I know American is now responsible for US Air so I will put my comments here. I had a 4 leg trip from Houston to Ashville through Charlotte. Tickets were cheaper flying out of Bush but I will go through Hobby next time. Every leg of trip was delayed crowded or a rough ride. Seats were cramped. Snacks were to expensive. I checked my small bag to avoid the storage bin struggle. Our gate at Charlotte was doubled up for two flights from two major airports the information on screens was not updated with delays and confusing. I will pay more and fly another airline or drive before I fly American (US Air).,Detractor
"Flight from New Orleans LA to Houston Texas delayed multiple times due to weather. Frequent gate changes plus delays required interaction with agents required to arrange connecting flights. 3 times waited in line for over an hour. One agent actually yelled at us about ""why didn't we all just call the reservations line?"" Which of course we were all trying to do but could not get through. I ended up spending the night at the Houston airport. I asked United personnel if I could get a blanket and pillow and was told they did not have any. However the next morning on another Untied concourse there were at least a dozen people on cots - with pillows and blankets! I also was unable to get anything to eat or drink as all of the businesses in the airport seemed to close at 10pm and we arrived at ~ 10.03. I am diabetic and have MS (had not eaten since 9am) and was unable to get any United personnel to help me out with this matter. I remain appalled at the lack of customer service and professionalism of United's staff.",Detractor
"  Travelled from Singapore to Auckland on the 10.25pm flight. Service aboard the flight was excellent. On arrival in Auckland passengers had to disembark by way of mobile stairs. I have to say, while being advised to mind our step as we stepped onto the swaying stairway, due to wind gusts, I noticed there was only one staff member that was there to help with passengers, which I felt was a small let down due to the fact it was a full flight. However, the staff that was helping passengers was absolutely amazing.",Promoter
" Southwest is supposed to be a good airline? That's an urban myth. They cancelled my direct flight from Vegas to Orlando without apology or explanation, and offered nothing for me losing an entire day after having to rebook a connecting flight later in the day. They wouldn't even provide me an earlier cattle call position. Not flying Southwest again.",Detractor
" Orlando to Chicago. I am incredibly disappointed and disheartened by my most recent experience with Southwest Airlines. Let me preface this by saying that I have been flying Southwest for years, am an active rewards member, and currently have three upcoming trips already booked (booked before this experience). I flew out of Orlando, FL on Thursday night 5/24 at 9:15 on flight 1388 with my husband and 9 pound dog. We have flown multiple times with our dog in the past. I have always given our dog Melatonin to help her sleep while we fly (to avoid her ears popping/hurting). She was given Melatonin before boarding so she was already in her carrier as we boarded. We sat in our chosen aisle, me sitting closes to the window and my husband in the aisle seat so we could put our carry on bags in the middle seat while we got settled and I juggled two drinks. A flight attendant decided to approach us and say ""What's in the bag?"" to which my husband answered, ""a dog."" Terry then said, ""Okay, it needs to go under the seat."" No problem, we know that already so we said, ""Okay, we're just getting settled with our bags and will make sure to put her under."" He then came back I kid you not within one minute to proceed saying, ""The dog needs to go under the seat."" At this point we were getting a little upset. Once again my husband said, ""We know."" He then stayed right behind our seat while I gathered my sweater and tried putting my carry on away. I looked at my husband and mumbled, ""Gosh, can we put our seatbelts on?"" At that time, the FA very abrasively turned around, stepped into our aisle, and proceeded to yell at me saying, ""Yeah you can put your seatbelt on!"" I looked at him like a deer in headlights and said, ""Okay, I think you need to take it down."" He then stopped the rest of the passengers from boarding and continued yelling at me saying, ""Take what donw, tell me what I need to take down?"" By this point my husband and I were visibly upset. I again said, ""Take it down."" but again he continued to yell at me and say, ""I did nothing wrong!"" My husband said, ""Actually, you're yelling at us for no reason so you are wrong."" He was the most ill behaved employee I have ever encountered in customer service. Not one single flight attendant told him to walk away nor did they try to deescalate the situation. There were people recording this. Finally he stormed off. I began crying. The entire ordeal was disrespectful, disgusting, and completely unacceptable. I pay $95 dollars each way (just like every other person who flies with their pup) so by no means was any favor done for me to have my dog accommodated for. In addition, we have flown with her numerous times and have never had such a disgraceful and distasteful experience. I called Southwest to make a complaint and was able to speak to a very nice woman who unfortunately informed me that not much would be done. This complaint would get added to his file and the incident would be used as a ""coaching"" lesson. Basically, this individual's egregious conduct was endorsed by lack of follow through. I am beyond let down. I am in no way looking for this man to be terminated at all, but he does 100% owe both me and my husband a formal apology for his flagrant behavior and nothing is being done to rectify the situation appropriately.",Detractor
DL0117 on 12/29/13 STR to ATL on 767-300ER. 1x2x1 config in Delta's premium cabin remains unbeatable service levels w/Delta generally consistent. This flight even surprised on the upside: excellent menu out of STR and a top notch cabin crew. Is it a throw back to times past when an attendant cares to monitor your Scotch remains 'easy ice' i.e. bring an additional ice cube when needed and without being prodded? That was a crew that made it a joy to fly over the Holidays. Delta wins on many levels these days.,Promoter
"My husband and I flew from Orlando to Dublin on Aer Lingus on 2 July last. Boarding was quick and the aircraft was clean and the crew welcoming when we boarded. The food was actually quite tasty and my duty free shopping was delivered to me promptly and within minutes of me ordering my items. My only complaint was that the arm rest in the middle of the two side seats does not lift up all the way so having the two seats to myself was of no benefits because of this, I understand this is most trivial but it would have been lovely to have been able to get a few hours sleep before we arrived in Dublin. We had some light breakfast and some much needed coffee. I would highly recommend Aer Lingus on this route and hope that sometime in the future they consider this small change in their aircraft as it would make flying much more comfortable for most of us.",Promoter
"  Shanghai to Toronto, I had a cascade of events which started on the tarmac and in the air which embarrassed the crew. When I boarded my entertainment system and handset was dead. One flight attendant said to grab the seat behind me before we depart. Another attendant said I could not take that chair as it was broken and out of service. The first attendant rebooted the entertainment system and though I could not use the hand set, I was able to use the touch screen. I like to listed to classical music but there was no Mozart, no classical. A drink was served on my tray which collapsed. Now I am soaked with a double scotch. I have an extra shirt in my carry on and go to Business class bathroom where the sink was broken and wrapped in wide, colored adhesive tape. But its fine, when things go wrong, the flight attendant gives you a plastic Maple leaf pin right from his lapel. And documents the whole thing and submits it while we are in the air. I really did appreciate that. A month later I received an the email which was a voucher to use when you book a flight with us. The thing is that the voucher is worth 2 percent of my business class ticket's cost.",Detractor
"  Sydney to London Heathrow via Singapore. I normally fly China Southern business class from Sydney to London and I pay for the tickets myself as I fly to the UK to see my parents and family. This year my father turns 90 in February so I am flying to London twice this year and in order to save $2000 I decided that one flight had to be an economy one. Not being able to face true economy I booked a Premium economy seat with Singapore Airlines. I have flown Premium economy with other airlines over the years, Qantas, BA and Virgin Atlantic (when they still flew to Oz). Firstly having booked the ticket with an online travel agent I went on to the Singapore Airlines internet site and was able to select my seat and Book the Chef meals. 10 out of 10 for their on-line presence, easy to use compared with China Southern which is a nightmare. At the airport no queue for the dedicated Premium economy checkin. Staff member very polite. No lounge access but Sydney Airport has plenty of places to sit comfortably and is not too busy. Boarding was a breeze as Premium economy have priority with Business and First. On the plane the FAs were all smiles and assisted passengers with their luggage and that's something I haven't seen for a while. Boarding was swift on both sectors, the captains introduced themselves and we left on time. Soon after the seat belt sign went off the drinks were served. I prefer being given a minature gin and can of tonic rather than just being served it in a glass. Also no slice of lemon. The meal service came next all served on one tray. The quality of the food was good, but very small and no different from economy. Throughout the flight FAs came around with water and if a passenger wanted a drink or snack they were provided. The FAs were always polite and friendly and came when requested. I never drink much alcohol when flying so the water was adequate. we arrived early on both sectors, disembarkation was quick. My flight cost A$3100 return, an economy ticket on the same flights A$1300, a China Southern Business Class ticket A$4800 if booked at the same time. So there is the rub was it worth it. Well yes and no. The seat is more comfortable, even with the seat in front fuly reclined I still had space, the screen is large and clear and the available entertainment exhaustive. The problem arises when the Singapore Airlines product is compared to the likes of Qantas, it just doen't feel special. There are no seperate toilets, the food is the same as economy, during the flight the curtain between Premium economy and economy is not even closed. In other words all you are buying is a bigger seat with more space, an ecomomy plus rather than a Premium Economy and is that worth the extra A$1800. I don't think so. If I could have my time again I think I would either spend the extra A$1700 and fly business with China Southern or have stopped over on each direction with $1800 to spend on hotels and entertainment.",Passive
" Hong Kong to Munich via Budapest. On my flight to Budapest, they lost my baggage. It took two days and until midnight that they were able to deliver my baggage. On my flight home, they took away my window seats after I had checked in online. Instead, they gave me middle seats and told me that I need to pay extra fee to secure seats. When I wrote to their customer relations to ask for compensation (for my delay baggage) all they offer is their ""sincere apology"" and no information regarding how they should compensate me for the costs incurred during the delayed baggage delivery. They also say that they do not offer compensation for the baggage delay. I will not to take their flight ever again.",Detractor
"Houston to Budapest via Istanbul. I'm so glad I went with Turkish Airlines despite negative reviews. My flight was a late night, departure at 2205. I arrived at Bush 8:30pm there was virtually no line. Check in staff polite and courteous and felt genuine. Then it 15min to go through security to my gate. When entering the plane staff greeted everyone, making eye contact as they said hello. I was in seat 11K right in front of the bulkhead. My entertainment monitor was not working so I hit my attendant bell twice and no came, I had to wait 4ins after take off before I could flag someone down to come and take my complaint. Seat was not extremely spacious, I had a lot of leg room, food was actually good, free snacks, alcoholic beverages. Pillow and blanket, were already at the seat. And my luggage made it each time with no delays or being lost. So all in all, this carrier is worth it.",Promoter
Sydney to Honolulu on B767. I agree with some of the points raised by Christine Woodward on 2 October. This is business class from the late 80's. The seats were wide and I found them very comfortable and we had a good nights sleep. Its true that if you are in a window seat with someone next to you you cannot get out without disturbing him/her. But there are only 5 seats like this. The cabin is configured 1-2-2 so there are 20 aisle seats out of 25 total. I didn't like the iPad system. You were always looking down on it you couldn't watch while eating or when the seat is in the recline position. However the staff were great - very friendly and offered excellent service. The food was good as were the wines. Priority boarding of business class - and they stuck to it - turning back economy passengers and telling them to wait. On time departure and we were allowed to disembark first. We a good flight but this is an out of date product as Qantas know and I'm sure they will put the A330 on this route as soon as they can. But this is still much better than flying with JetStar who share the route with Qantas.,Promoter
I wish I had visited this site before being Rouged. I can't believe that Air Canada looks good to me now! Toronto - Dublin return. I'm a taller woman and had to sit sideways for over 7 hours. I totally agree with the other criticisms on this site. I think the crew is tired of hearing complaints from the passengers and their attitude shows they don't have much patience left. If you are thinking of Rouge my advice is keep the trip short (nothing over a few hours) pack a lunch and download your favourite movies and music on your tablet (their media solution is a joke and wouldn't play on my tablet). If you're tall or big resist the temptation!,Detractor
"Turkish Airlines are starting to become a real pain concerning connections. Our return flight was 3 hours delayed and missed connections to India. Ground staff were extremely rude at the airport and we were sent from desk to desk when finally we had to find our own solution to travel via Dubai to India. This is not the first time we have faced this problem. Food on board is boring, when you fly multiple times with THY you get the same food on flights too often and quality was not that good.",Passive
" Bucharest to Shanghai via Moscow, the first flight was canceled by them and postponed to 6 hours later, of course the connection with second flight was lost. The operator in Bucharest can not reschedule the flights. Arrived in Moscow at 23:30 I go through the transit area where I get a new ticket for next day at 9:20, and they send me to terminal F for accommodation but here they told me that no room for me because "" are many delays and all available rooms are occupied, give me 2000 rubles (34euro) and told me that I can spent it in some restaurants. I just ask for a bed because need to stay in airport 9 hours over the night and fly other 8:30 hours to Shanghai. As is seems they are not ready for such a situation or they think that few money can make people to forget their mistakes. Next time forget this airline.",Detractor
"  Shanghai to Madrid via Doha. The first leg from Shanghai to Doha was terrible - seats were so cramped with the 3-4-3 seat configuration on the B777 that my knees nearly touched the seat in front of mine and I'm only 5'5, plus I didn't have room to stretch out my legs due to the entertainment system box at my toes. The flight attendants had forgotten that I had requested a vegetarian meal, (fortunately there was a vegetarian option on the regular menu) and they kept waking people up for the meal service even though our flight left Shanghai at midnight. The saving grace was the amenity bag. However, when we boarded our flight to Madrid, it was like two completely different airlines. The Boeing 787 was spacious, and the flight attendants were friendly and the vegetarian options were tasty - the other passengers even asked if they could have what I was having. Our flight back to Shanghai was a marked improvement on the first flight. Even though it was a Boeing 777 again with the 3-4-3 seating, we had a lot more leg room this time around. The service was more in line with what we experienced going to and leaving from Madrid. I would give them a perfect score if it wasn't for that first leg.",Passive
" British Airways is my favorite airline. Boeing 777 was 21 years old but clean. The staff was professional. Food was above expectation. During 7 hours flight staff is always there. Captain kept updating us about weather, turbulence, and time.",Promoter
" Barcelona to Birmingham. Was due to depart at 11.25, ending up departing an hour later, once we were up in the sky a high pitched noise was coming from the back door which was making people very uncomfortable an some started panicking, so after 45 mins in the air they decided to turn back to Barcelona which is understandable. However we went back to Barcelona and the pilot said that ground crew would tell us what to do, no ground crew were there and we were standing around wondering what was happening, We were ushered back through security then into the departures lounge where we had no idea where to go and the staff at the information desk had no clue what was going on, then we were told to go to a gate where we waited over an hour, people where getting tired and agitated, we were not given any food or drink. We finally left Barcelona at 4:30 with one apology from the new pilot and got back to Birmingham for 6pm - 5 hours behind schedule, its understandable that they had to turn around, but they should sort out communication with customers in these events",Detractor
"  Singapore to Beijing. Very comfortable flight, and the chicken noodle was delicious. The cabin crew were passionate at their job, flight was delayed and they offered concern to passengers who would miss their connections.",Promoter
LH458 MUC to SFO A340-600. Business class without the new seats actually a rather inferior product and the new seating needs to be much better. Mediocre food with a veal dish for the first meal that consisted of two bites of dry overcooked meat. The meal before landing consisted of curry wurst and a small salad. Really German food is great but curry wurst as the featured food on a $5000 round-trip ticket? Service was sufficiently warm and efficient. In sum Lufthansa will reliably get you from point to point (as long as the pilots are not on strike) but it's really an inferior product (a recent Delta business class flight from ATL to Madrid was far superior in every way e.g. food comfort service).,Detractor
