Review,NPS
"  Rome to Santiago de Chile last week, and it is a long flight, more than 14 hours and it's impossible not arrive tired at your destination. We flew in economy class and the aircraft was full, anyway we have been spoiled by the flight attendants who were smiling. Food was distributed very fast and professonally and what surprised me, the taste of my special menu with no lactose. During the flight water and coke were offered many times by flight attendants. The only con is the IFE screen in economy, really really small.",Promoter
" Took a wee break to Krakow from Dublin to visit the Salt Mines and Auschwitz, On time both ways with Ryanair. Lovely staff on both legs of the journey with frequent updates from flight deck. Only suggestion is that they could get nicer wine on their menu. I've no problems with Ryanair, I'd be happy to use them again.",Promoter
Singapore - Tokyo - Shonai return flight. On the international sector friendly and attentive cabin crew services good IFE nice japanese bento (meal boxes) inspired meals served Miso Soup for breakfast and snack pack given out between meals is good. On the short domestic sector it is good too - complimentary drinks and programmes on overhead TVs. On the ground ANA staff around to ensure everything is okay.,Promoter
My wife and I recently went on holiday to Malta booking the flights and extra length seats online through EasyJet. This coupled with the rapid check-in and boarding was completely hassle free with the flight time out and return being on time. All the staff throughout were efficient and courteous making our holiday experience relaxing enjoyable and stress free.,Promoter
"  Flight to Vancouver on time as was the Vancouver to Victoria. Crew were attentive. Food selection is nothing to write home about. Offered to check my carry on at no charge as flights were full and the size of carry on's that they allow on board is ridiculous so I did. Flight from Toronto to Ottawa was delayed about 45 minutes due to late arrival of aircraft. Hung out in the Maple leaf Lounge. Food hasn't improved, still just salads and Mac and cheese. Upon arrival in Ottawa the carry on that they checked for free didn't arrive, I have a Tile device attached and could see that it was still in Toronto so with the wait at the missing bag desk added about an hour to process. Bag arrive by courier at my home which is about 100km from Ottawa at noon the following day.",Promoter
"  Flew Chennai to New York via Abu Dhabi. From the time we were seated the crew were indifferent. They served us food which was vegetarian with no options, and the quality of the food was poor. If asked anything the crew just ignored the request. We left Abu Dhabi at 10.00 am, we were served the first above meal after an hour. After which there was no service for over 6 hours. At which point they served cold frozen cheese sandwich. People were fast asleep but the crew members just dumped the sandwhich. When people asked for snacks or something to eat the crew said that there was nothing other than the cold hard sandwich. We were once again served the same or similar food just an hour before landing which was such an hurried service. After this flight I will stick to Emirates.",Detractor
"  Mumbai to Montreal via Beijing. I am extremely sorry that I tried to save few dollars by booking cheaper tickets from Air China. Little did I know that I was trading for a worse flying experience. Even though the flight was originating from Mumbai, it got delayed by 2 hours. After reaching Beijing, we were not allowed to board the connecting flight yes we were late, but that was not our fault). Due to unnecessary procedures, we missed the next flight also. They refused our luggage as that was stopped before an hour of departure. Subsequently, we managed to board another flight. Too many hassels just to get tickets to subsequent flight. It was tough with not knowing Mandarin. Harrased at the security counter also. Barely made it to the final flight departure. Took 38 hours instead of normal 24 hrs reach Montreal. If you are keen on saving money, be prepared for the delay and hassles at the Beijing airport",Detractor
" Muscat to Guangzhou via Dubai. Everything was good in the inbound flight and there was no issue. On the other hand, my outbound flight had many issues. First of all, the agents who handled the check in were not polite and knowledgeable of English so that they can understand passengers and passengers can understand them. I had an agent who told me that I have 19kg excess baggage while I was sure that I have checked the baggage three times in my hotel and they were with in the limit. I asked the agent to double check and put them on the scale again individually since he was putting them all together and hand calculating the total weight. The agent refused to do so and refused to ask for his supervisor to come and kept saying ""It is Dubai, Check with Dubai"" He was about to return all the bags to me until I make the payment, I told him Ok check the bags and finish the check in so that my family and I will go and do the payment. He said ""first make payment and then will check the bags""! He kept my family standing there with my children and I went to do the payment. When I asked the other agent also to go and check or ask that guy in the counter to check she refused and said the same ""check with Dubai"". I paid the $570 for 19kg which I really think it is ridiculously insane charge for 19kg. In front of the gate, several agents were collecting the carry on bags to check them in for free and they did check all my carry on bags that weighs more than 20kg. Then they asked to take my cabin friendly baby stroller to check in because they where not aware of this type of strollers, although I informed them about it and showed them how it folds but they did not listen and they were unaware of this type of stroller. I purchased this type so that baggage handling dont break my stroller. They lost one of my baggage and I could not get it before the Eid. Even some cheap airlines gives food that is better than the food served in Emirates airlines and they served the same food in both flights although they were in different times. The seat size is ok but the quality of the touch screen can be improved.",Passive
"  Seoul to Singapore. The cabin was relatively good, with the nice burrito snack and meals. The staff were attentive and service was not bad. Seat pitch was good. The inflight entertainment was Korea-centric with limited English program options. However, I was dissatisfied with the booking system and calling system as well as their treatment of customer during disputes. Apparently we booked our flight on OZ753 on 19 June from Seoul to Singapore at 1930 as they had rescheduled our flight an hour later from 1830 on April 13. I had called the company hotline and ask if it is possible to reschedule us on the flight to an earlier flight. They told us the earlier flight is full and put us on standby. However, there was no follow up call. We thought all was fine. Until we reach the airport, we could not self check in at the airport or check in online. The ground staff tried to solve the issue but could not. So she called for the duty manager who told us that it is our fault for not removing the standby and secure our seats for the later flight. As a passenger, we will not be familiar with the airline company policies regarding such resolving such issues.",Detractor
"  We had a flight Madrid to Delhi for this Easter and two weeks of the trip we have canceled alleging that the airspace of Pakistan is closed, yes, only have canceled the two less profitable routes to the company, from Madrid and Birmingham , nevertheless, from other places they have not canceled the flight, diverting the trajectory to avoid the conflict zone (Pakistan). Incredible the lack of seriousness of the Indian company. ES: TenÃ­amos un vuelo Madrid - Delhi para esta semana santa y a dos semanas del viaje nos han cancelado alegando que el espacio aÃ©reo de PakistÃ¡n se encuentra cerrado, eso sÃ­, sÃ³lo han cancelado las dos rutas que menos rentables salen a la compaÃ±Ã­a, desde Madrid y Birmingham, sin embargo, desde otros lugares no han cancelado el vuelo desviando la trayectoria para evitar la zona conflictiva (PakistÃ¡n). IncreÃ­ble la falta de seriedad de la compaÃ±Ã­a india.",Detractor
Travelled Y class from SYD to BNE on a 737-800. Flight was on time and quite comfortable. Ordered vegetarian meal was surprised to be served a hot meal on such a short flight. Quality of the food was so-so. Best part of the catering was the Lindt chocolate they handed out after the meal. Crew were friendly and obliging. Would certainly travel with them again.,Promoter
" Delhi to Lucknow. The most inconvenient flight I've boarded in my entire life. First, they put me in an international flight, from Delhi to Lucknow. The entire flight was full of men hardly 5 female boarded the plain other than me. I was given a seat in the middle of two creepy men constant trying to tap my hands and legs. The refreshment - 2 butter cookies and a juice carton worth 20 bucks. Disgrace! One good thing they do on domestic flights is at least serve a veg wrap & muffin - especially morning. To further add to my frustration, the porters shared the domestic luggage half an hour later on the belt, where the international luggage was put within the first 5 minutes. Half of the luggage anyway was going back in the connecting flight for the passengers. What a crazy morning! Never taking Air India again.",Detractor
LAX-BKK-AKL. Business. New Star Alliance lounge at LAX was excellent feeling more like a five star hotel with outdoor patio. Overall Thai was flawless on both legs with excellent service that was attentive and professional. The cabin is clean and smart with angle lie flat seats with great pillows and duvets. Order the Chef was a great choice with the lobster as with all meals and excellent selection of wines. Was very impressed how this felt very Thai and authentic. Sleeping was not a problem and quite comfortable. The highlight is the BKK Thai lounge - there are three and the one I preferred had the standard fixtures with great private bedrooms to catch some sleep. Also a free massage at there spa which I had to say was one of the best I've had. I would fly Thai again for sure.,Promoter
"During a recent flight from Melbourne to Milan, Etihad Airways lost our luggage for 5 days. I would call Airport Handling (Etihad's lost luggage agent at Malpensa airport) and after holding for about 10 minutes an automated voice would say â€˜Our representatives are busy on other calls and cannot help you now. Please call back later'. The call would then terminate. It was incredibly frustrating. The only phone number I could find for Etihad was a ticket reservation number which went through to a call centre in Ireland. The representative there told me that he could not assist. The only means of contact I could find to contact Etihad was the complaints forum on its website. After not hearing anything for two weeks, I emailed again, and it seems that Etihad never received my complaint. Apart from one email from Etihad Airways asking when I sent my original complaint, I never heard back from the airline. I have contacted them four times to the prescribed email address, and never heard back. No assistance, apology or proper communication was given by Etihad Airways. The situation was handled appallingly. It ruined our holiday. On our return flight, we had to wait 2 hours in a plane on a runway from Abu Dhabi because â€˜some passenger luggage could not be located'.",Detractor
"My family and I (2 adults, 1 child) had purchased my tickets to DXB-SAL-DXB and at the same time, had paid additional so that I could select my seats. On entering the flight, we noticed that someone was already seated on our pre-purchased seats, which was 8D, 8E and 8F. We contacted the stewardess and told her of the issue. She asked us to temporarily sit on one of the vacant seats while she gets things sorted out. My wife and child were seated on empty seats while I was standing waiting for the issue to be resolved as passengers entered and took our seats. Finally, the stewardess came and told us that we could be seated at seats 30A, 30B and 30C. Furthermore, people who were assigned to those seats were moved to the front of the flight at random seats. This ended up being a problem for them as they had to wait till most of the passengers had disembarked from the flight so that they could move to the back of the plane to collect their luggage from the overhead cabins, where it was initially stored. I understand under normal circumstances whereby the seats were randomly assigned to us. However, these were paid seats and instead of seating the people who had taken our seats to their respective seats, we were pushed all the way to the back of the flight. This is unacceptable and I do not see any reason why an organization of this repute would agree to such a policy. Secondly, there was no explanation or request on the stewardesses part - she just told us those were the seats she had allocated for us. The flight itself was satisfactory. Seats were a little tight, and the touch screen display facing my seat was not working.",Detractor
"  Baltimore to Las Vegas via Charlotte. What a disappointment! When I checked in 2 hours early I was told my flight was on time, by the time I ate a meal and went to my gate the flight had been delayed about 15 minutes. I had a scheduled layover in Charlotte for 90 mins so at this time I wasn't to worried. As the time passed the delay got longer and longer. My flight was scheduled to leave at 5:15pm. Needless to say we did not depart until 6:45pm. The flight that I was to be connecting to was going up in the air when we were descending. When we got off that flight went straight to customer service to find another flight to get me to Las Vegas that night as I already had reservations at the hotel. No flight was available until the following morning at 8am. So I lost out on 1 night of my hotel reservation plus another 1/2 day worth of travel. The airport did put me in a hotel for the night instead of having to sleep in the airport but that did not get me my time back. I then had to book another night in Las Vegas so that I could enjoy what time I was supposed to be there. On the return flights, the attendant at the desk in Las Vegas at the gate was very rude to customers. For being a 6:45 am flight I hate to see what she was like by the end of her shift. 3 of the 4 planes were old, no in flight entertainment was provided on 3 flights. The food and drinks are very expensive! Definitely will not be flying American Airlines again.",Detractor
" Portland to Paris via Seattle with Delta Air Lines. Me and my husband booked our flights from Tel Aviv to Portland and vice versa via CheapOair, flying with KLM, Delta and Air France. The departing flights with a layover in Amsterdam ( with KLM) were great, however the returning flights operated by Delta and Air France were an horrendous experience! It began 2 days before our departure. We received an email notification that our returning flights have been rescheduled. We were not satisfied with the change, and spent more than an hour on an international call with cheapOair customer service to make sure we will depart at the original time and will remain seated together. While booking we paid to CheapOair to ensure we will be seated together, and they ensured us that even though the assigned seats may change, we will be together. In the updated itinerary all seemed OK, and we left for our trip thinking it is. When we checked in to our departing flights the evening before (3 flights with layovers in Seattle and Paris) we were shocked to see we were seated separately in all of them! Air France from Paris to Tel Aviv was the worst, with me being seated in the first rows and my husband in the back. What was even worse is we saw on one of the flights there was a free seat next to my husband, but to choose it meant to pay 60$ extra. Why would they separate us in the first place when there were seats available? Were we suppose to pay for something we already paid for?! We tried to call to Delta customer service, only to wait for more than 2 hours. Left our local sim number and they called back after 3 hours, said they transfer me to international flights customers service, and this time had to wait for another half an hour, left my number and they never called back. Our layovers were very short and we were nervous we won't be able talk with Delta representatives in the airports on time When we got to the airport at Portland, there were no Delta representatives to talk to. Next to the gate however were phones direct to customer service, on which luckily there wasn't any wait time, but the representative wasn't very helpful. When she was told all that we've been through she was silent and couldn't help us reassign the seats. She sent us to the gate to try and fix that. At the gate, representative got us new seats together on our flights from USA to Paris in a few moments. When asked what was the problem to do so from the beginning, she blamed it on Air France in Paris rescheduling one of the original flights and said it also caused the mess with the seats. She also couldn't reassign our seats from Paris to Tel Aviv. When boarded on the plane to Paris, we had a delay of a half an hour because safety buckles were missing and waited for the crew to bring it. After a long wait, apparently they brought the wrong buckles and had to return with the right once. We were afraid we were going to miss our next flight. The flight to Tel Aviv was not any better. Once again, there were seats together we were reassigned to without any problem, and yet again there was a delay of half an hour after boarding because the water system of the plane needed to be checked. Lucky we didn't miss our flights and got home safely! What bothered us the most, however, is that changing our seats seemed like a deliberate move to try make us pay more. Obviously there's no respect for customers. Flying with low cost companies is better than Delta!",Detractor
"6/08/12 Flew from LAX (Los Angeles) to LAS (Las Vegas). Flight was delayed by 20 minutes which was not even bad. We were further delayed in the air for 20 more minutes because President Obama was landing at the same airport as we were. Other than that the flight attendants were courteous the seats were decent had good leg room (I'm 6.2""). Returned on 6/12/12 LAS to LAX. The incoming Flight was delayed for 2.5hrs due to bad weather from the region it was coming from. I got my round trip ticket for $90. I'll definitely fly again!",Promoter
"Bangkok to Barcelona via Amsterdam. The flight Amsterdam to Bangkok was delayed 2 hours due to a technical problem but we proceeded to Bangkok because it was not dangerous and we arrived to Bangkok just 1 hour later. From Bangkok to Amsterdam an arrogant staff forced me to move 2 kilos of overweight from my baggage to my hand luggage in front of the rest of passengers at the checking-in desk. No problems with the same baggage/weight flying the low-cost airline Thai Smile (Thai Airways), in a domestic flight, and the ticket costs around 1500 baht (38 euros). My KLM ticket was almost 900 euros but it seems that KLM became a Ryanair partner. It seems that some KLM passengers flying to Bangkok are not an example of politeness and discipline. Impossible to sleep or relax, some passengers are noisy and unable to sit down for a while, and most cabin lights are switched on all time. Nobody is able to sleep. Seats are very uncomfortable, especially for long distance flights, and there is no legroom. Food is OK.",Detractor
 The flight was pleasant. Boarding was in order with Mandarin and English. Waiting area was clean and spacious. Plane interior clean and comfortable. Spacious seat for average size persons. Flight attendants are helpful. Food was good and adequate. Touched down to LAX was the perfect. I see no problem with AQir China and will take this airline again if the price is right. This ticket was 20% cheaper than other airlines.,Promoter
"  Auckland to London Heathrow via Hong Kong. The aircraft, cabin staff and entertainment were excellent, however in-flight catering leaves a lot to be desired. The catering department obviously do not understand what gluten free means. While the normal menu offered choices the gluten free offering did not. The offerings were generally tasteless, even gluten free food from the main menu had been removed and the basis for the menu seemed to be vegetarian and dairy free, even butter and jam were taken out. We cannot understand what inspires a caterer to provide mixed boiled vegetables for breakfast! Having experienced this catering disaster outbound to New Zealand we addressed the issue with cabin staff on the return leg from Auckland to Hong Kong and the flight crew were extremely helpful and arranged more palatable meals from the main menu. They cannot be faulted. Needless to say we cannot recommend this airline to passengers with special dietary requirements until this problem has been properly addressed.",Passive
"  A few complaints about my flight from San Francisco to Bangkok via Guangzhou. On the way, one of my two pieces of luggage was delayed by 24 hours! This meant I had to miss my Bangkok tour while I waited for it to arrive. Traveling through China was a disaster. I thought it was nice that they escorted me from the airplane to the China Southern lounges, but they refused to let me explore the airport (felt like they were keeping me prisoner) and the food was of low quality. This became an issue when I had to spend 6 hours in Guangzhou. Additionally, they escorted me about 3/4 mile on foot to the domestic airport only to realize that they had taken me to the wrong lounge. They then made me walk all the way back to the international airport to the lounge there. Also, getting seat assignments ahead of time was really difficult, as I had to call China! Lastly, the gluten-free meals consisted of sushi shrimp (ugh) and other weird items. The good news was the business-class seats for the overseas portion were really nice and the staff was pleasant. But when I got home, it took 1 hour for them to unload my luggage! This applied to everyone who had a stopover in China. Again, unacceptable for business class and the agent at SFO was not at all pleasant. The moral of the story is not to fly through China on the way to anywhere if possible!",Detractor
"We had a family trip from London to Auckland via Guangzhou, and the service from China Southern Airlines was excellent. The cabin crew were very particular checking seat belts, baggage on the floor and seat backs. The Boeing 787 was impressive and surprisingly quiet. The seat pitch was as good as economy seats on other airlines. The food was great and we found tasty choices on each sector. The entertainment system offered a huge choice of movies, TV, games, flight watch etc. Our kids were very well looked after with small size headsets and free gifts with games and colouring pencils. We were very lucky to have smooth flights.",Promoter
We flew Copa round-trip business JFK-SCL with a change in Panama City both ways. Older 737 with no personal screen for JFK-PTY segment. Other 3 flights we newer 737-8 with ambient lighting and personal screens. Food was decent orders were taken by crew before take off. Crew friendly thanked us personally for flying Copa. Seats were comfy but not lie flats. Were given passes for VIP Lounge in JFK and SCL used Copa lounge in PTY. Flights left close to schedule made all connections. Early arrival in SCL and JFK!,Promoter
"Flew Cathay Pacific from Newark, NJ to Hong Kong. For an economy class cabin, the entertainment and service were very good. The seats have built-in TV's with a great selection of movies and shows. The cabin staff are very nice and attend to your requests right away. The only problem with the cabin staff is getting a hold of them, but once you do, they are eager to help you as much as they can. The worst part of the flight were definitely the seats which are adequate for a quick flight but become uncomfortable during a 18-hour flight. They do provide pillows and blankets for sleeping though which is nice. The food on the plane is good, but it's not a lot. They do have snacks and cup ramen upon request which is great, but it runs out about 1/2 through the flight.",Promoter
  Boston to Kuwait via Dubai. I was very impressed with all staff from check in on. I used wheelchair assistance and they were so kind and friendly. The crew on the aircraft were excellent.,Promoter
"  Flew Vueling from Lisbon to Barcelona. Very poor customer service. The gate numbers changed 3 times and almost more than 10 passengers missed the flight because of that. The staff were not at all co-operative and did not help us in any way. Also, there is no representative for Vueling Airlines at Lisbon airport which makes it very difficult to contact the Vueling staff. Overall the experience was horrible. Even though the fares are cheap the customer service is worst. I would say avoid flying with Vueling.",Detractor
" Fort Lauderdale to Salt Lake City with a change of planes in San Francisco to SLC (1 hr 32 min.) Airline travel is hard enough without punitive agents. On March 31 we were making a coast-to-coast trip after our cruise. Our return tickets from Fort Lauderdale to Salt Lake City were with United purchased through Expedia. Our day started at 4 am. Most airlines that I know of allow a carry on and a personal item policy. We chose the United flight because it got us back at a decent hour so we could make the 3.5-hour drive back to our home in Idaho. We had tried to print our boarding passes online with the ship's computer/printer but were unable to with the directive we would have to see an agent at the airport. We were informed, when were arrived at the airport, that we would have to check our carry on bags because of the nature of the ticket we purchased. We weren't happy about it but did so at the extra cost of $25 a bag. We had purchased a basic economy flight ticket so that did not allow a carry on. We were placed in the very back row 38 and had a bumpy and straight-backed ride for over 6 hours. Fair enough. On arriving at San Francisco for our transfer flight of an hour and a half to SLC we had something to eat and waited. We were the last passengers to board the plane. As we were being checked in the United Agent stopped my wife. He/she said the carry on bag of my wife needed to be checked even though we had just gotten off a United jet of the same size and model so there was no question that it fit under the seat and that is the criteria that was listed by Expedia and United: â€œCarry-on bags are limited to one personal item that fits under the seat in front of you.â€ I have to interject here that my wife has used this same personal carry on bag for over 20 years of flying with all the major airlines United, Delta, American, Alaskan, and Frontier. No airline agent of flight attendant had ever given her a problem because of its size or dimensions (9x9x18). It always fit easily under the seat, even with the small computer planes that have much shorter routes with much smaller jets. My wife was forced to give up her personal bag before she could board the flight. My wife sent me on to board since my protests were falling on deaf ears. But after taking about 10 steps I turned around and went back to ask the agent if this had anything to do with the ticket we had purchased through Expedia? She/he said yes. So I went to board. My wife boarded about 3-5 minutes later and when she reached our back seats she was seething. She told me to guess what they had charged her to check her personal bag. I guessed $25? No. $50? No. She was charged $175.00! She told me she had felt bullied and belittled by what took place. This whole experience has soured us both towards flying with United Airlines. We have frequent flyer numbers with the airlines and this incident was completely out of character for the airlines that tout the â€œFriendly Skiesâ€. It was illogical and unprofessional to treat loyal customers in that way.",Detractor
Have flown with AA a few times this time RT from CNX to PEN. On the way from CNX to PEN I had to pay for the first checked baggage twice just because I had a transit in Kuala Lumpur. You will never know where they are going to put you in the airplane unless you pay to choose seat.,Detractor
"Drop off luggage queues huge both ways. Easyjet provided the basis for a trip. Ok for short haul flights, not ok for long flights.",Passive
"Great check in and lounge. Seat very comfortable. Service excellent and attentive. Chief purser come to chat to all pax. Food and drinks great. Avod not as good as it has been - a few years ago there were more channels, more choice, now only 3/4 episodes of a series and they are changed infrequently. Lounge in Bangkok is much improved and lovely.",Promoter
I've been flying EVA for 8 years. I have been a gold card member for most of that time. The weak link in EVA is its customer service. When I have to deal with a live person and am lucky enough to get through by telephone they rarely speak English comfortably and they have the Taiwanese attitude about customers - if you don't like their policies or decisions too bad for you. I think this is getting worse. heir upgrade policies are not written in standard English and when ambiguous they are construed against the customer. My wife and I will be trying new carriers if we are able to use our many accumulated miles and clear the balance sheet with EVA.,Promoter
" Las Vegas to Dallas. Terrible flight with rude staff at the Dallas gate. My flight departed Vegas at 12pm & we did not arrive on Dallas until 9pm! Due to weather issues they rerouted us mid air to Houston rather than Dallas. They announced it on the over head speaker & told us they don't know what they'll do with us. We landed & waited on the tarmac for over an hour till they finally told us we will be flying back to Dallas. This was at like 7pm. I had a connecting flight at 7 so I missed it. When we finally got to Dallas at 9pm (they told us it will take 59 mins to get to Dallas from Houston but they doubled it) I'm trying to figure out what's going to happen to us but Spirit airlines is so unorganized there were like 4 different lines people were making so I didn't know where to go or what to do. Finally I just go to the front to get assistance but they only had one person assisting the people who missed flights & like 3 other workers for boarding. I would think that you would want to take care of the people who spent 9 hours on a 4 hour flight & we would have some type of priority but no, they women there refused to help us & we had to wait over 30 mins to get helped. When I talked to the supervisor he was not apologetic or anything. They literally all walked off leaving us there to figure out what's going on. I had to go find staff to see who's helping us. I asked for corporates number for complaints (I'm sure they have one cause they suck) he gives me the regular customer service number I already found online. Now I have to fly back to Vegas to fly to Minneapolis & arrive at 6am. Spirit are cheap but it's not worth it if your are bringing any bags & that includes carryon. Only bag you get for free is a purse or laptop bag. So you think you're getting a deal till you have to pay $45 there & back for carryon & $65 for a checked bag back & forth. It's not worth it.",Detractor
CX110 SYD to Hong Kong on way to Macau 17/5 and return CX 161 on 22/5. Great flight attentive cabin crew clean plane good food and beverage offerings. My first time with Cathay and an enjoyable experience. Lie back seats were interesting. My first experience. Only drawback supposed to leave HKG at gate 67 but changed to Gate 34 thats not a problem except that we were in the CP lounge and no one bothered to tell us. Fortunately one of us went outside to check and found the change. Apart from that oversight a good experience.,Passive
23/3/2015 LHR-SIN BA011 First. Awful from booking to completion of the flight. As a BA. Gold executive member at time of booking some 11 months ago booked this flight on the new A380 only to be told by BA in May 2014 the equipment had been changed to the extremely old 744 due to technical issues. Sold feeling a little let down secured seats 1a and 2a on the 744 these are the best of a bad bunch as to I wonder why BA squeezes 14 seats into such a small area where other airlines only fit 8 seats into the front sections of 744s'. At the beginning of March I checked the booking online only to find that we had been moved to row 5 in the middle this was not acceptable. I called the BA gold line to object only to be given numerous contradicting excuses non of which were valid whilst on the flight I found out that the passenger in 1a was a lifetime gold member so. I can only assume that rank has its privileges. Now onto the flight arrogant staff with one exception really poor food served at different times as we were in the middle which meant we had different staff attending to us. Plane interior shabby not surprised for a 20 plus year old plane along with the PA being inaudible I felt this to be a safety issue and when mentioned I was ignored. I booked this flight for us a part of a special Far East holiday I had high expectations of BA First which have not been met in anyway what a total waste of money. Will now try to avoid flying BA in any of there classes once I have redeemed my Avios balance.,Detractor
"In December last year I flew Business Class with Emirates from Brisbane to London with my daughter, her husband and three children - a three year old and twelve month old twins. I knew this was not going to be easy, but in my worst imaginings I hadn't dreamt it would be such a nightmare. Let me apologise to our fellow passengers if they suffered on our account. The babies were booked on bassinet seats with their parents, but were too big to be able to use them. I was a few rows back with the 3 year old, but shared baby duties through the night. Right from before take-off, I could see we were not welcome. As the attendant near me gave the safety demonstration, one of our babies whimpered a little. She rolled her eyes and groaned at the prospect of the voyage ahead. Even with the comfort of lie-down seats, it was very difficult to keep the little ones asleep. So we would take them to the bar area so they could crawl around a bit without disturbing too many people. On two occasions when I was their with our little twin with cerebral palsy, her fingers were stepped on by the same hostess who had made us feel so unwelcome. Towards the end of the long flight to Dubai, we were all exhausted, but not once was there any offer of relief or assistance from the attendants who were standing around chatting amongst themselves. The seventy-two year old granny must have looked a fright as I walked in circles trying to lull the baby off to sleep! Believe it or not, the next leg of the journey was worse, as the seats I was in with the three year old would not recline. On two occasions I sought help. The attendant said she would 'reset' the equipment. This meant the video system also went off for 15 minutes, much to the distress of my little autistic grandson! I didn't see this attendant again. His seat did recline after this, but mine still did not! I tried again - different attendant - same story! I was forced to sit bolt upright all the way. Having outlaid almost $10,000 for Business Class, I was not happy! I would probably have been more comfortable in Economy! I would have thought that an Airline that advertises a high quality experience should be able to do better. They would have known our party was coming on board. One would have thought that for the sake of the other passengers the staff might have offered to help. Emirates always boast about how many different countries the attendants come from. Perhaps they would do better to choose staff with a bit more empathy towards their passengers instead!",Detractor
For a budget airline it is fine. Flew Istanbul airport to Ankara and return on time flights short flight times and good value for money Â£30 return includes 15kg case.,Promoter
What a great experience! I flew from SFO-Orlando Florida. My seat ended up being between two rather large women and the one on the aisle was unable to stand up to let me get to my seat. The steward decided with me that rather than embarrass the aisle passenger we would wait until the plane was loaded and change my seat. I was moved to the front bulkhead seat given a free sandwich for the inconvenience I experienced (which to me was not an inconvenience at all). Well done Virgin America! You took me back to a time when an airline passenger was important and treated very well!,Promoter
" Los Angeles to Manila via Incheon. My experience with Asiana Airlines is not as exciting as I thought it would be. At LAX, boarding was chaotic. They don't have an organized boarding system. Everybody rushed in to board no matter what your seat number is. I found this to be very frustrating. The service is pretty much comparable to other premier Asian carriers. The economy seats are quite similar as well, although it has more cushion and softer. The B777 aircraft is an older version enroute to Seoul. The food is ok, not great as I was expecting. In my opinion they should just serve the Bibimbap enroute to Seoul and something different should be served in between Seoul and Manila and Seoul to LAX. That kind of explains why they have toothbrushes and mouthwash in the lavatories. While on transit in Seoul, the seats in the boarding gates are so stiff. I looked around for better seats to rest and I couldn't find any. The room is also small that there aren't enough seats for everybody. Some passengers just stood and wait for the next flight. Upon boarding, everybody rushed in again without any order. There still is no systematic boarding, unlike China Southern, EVA Airways, Cathay Pacific and Air China. Because of this, I promised myself not to book future flights with Asiana. The B747 for the connecting flight was refreshing as it is wider than the B777 and the seats are more comfortable. It was also quite nostalgic to board a B747. My flights were quite smooth, except for the hour delay from Seoul to MNL.",Promoter
"UA 1615, June 9, EWR to SJU. I am a Star Alliance Gold Member but that made little difference except for the use of the United Lounge in EWR. On-line check-in did not allow seat change and request for aisle seat resulted in row 32 way in the back of the 737-800. Flight was 40 minutes late due to mechanical problems in the flight deck (lights) and then a passenger table tray. Flight attendants did bare minimum with one bar service and then water was only available in back galley for the remainder of the 4 hour flight. United really a disappointment. Have had better treatment on American and Delta airlines with no status.",Detractor
OSL-ZRH-BOS in First. I flew OSL-ZRH in Business food just ok service great seating ok. Arrived in Zurich went to the First lounge. Open and clean with good choices of food and drinks. But not stunning in any way. But they had a restaurant there with pretty good options and wine also a big liquor trolley. After some hours me and four more passengers where driven to terminal E for boarding in a Caravelle mini van. Upon boarding I was greeted by the Captain and the Maitre de Cabin and two other very nice FA`s. The cabin feels opulent but not bling like EK. Food was the best I have had in the air wine list good but not the best. Service was very good but I prefer BA. 4/8 in F so we all got window seats. This was a day flight but still I wanted to sleep a couple of hours. They made my bed beside me so I could go to sleep when I felt like it. All in all a great experience.,Promoter
"I missed my Southwest Airlines flight from JAX to CLE because I left my wallet at home. They put me on the next flight in the morning at no extra charge. The flight attendants were very professional and courteous, and some very funny. The drinks are reasonably priced also. When I got to Cleveland, I got all the way to the baggage return, picked up my bag, waited outside for 10 minutes for my ride, and then realized I didn't have my wallet. I of course go racing back inside and find the first Southwest Airlines employee I can, because I am well beyond TSA checkpoints and can't get back to the gate. They immediately ask on the radio if they have a wallet and the radio comes over saying yes they have it asking what my last name is. They saved my entire trip.",Promoter
"  Very good flights with Air France, both from Dublin to Paris and Paris to Sao Paulo. Small delay on long flight but they made it up on arrival to Sao Paulo. Airline staff very good and attentive during this very full 11+ flight. IFE was quite good and new content had been added since my last flight to the US, which was appreciated, as on previous trips, they hadn't added too many. But they seem to be taking advice from their customers with new content more regular.",Promoter
"  Washington to Hartford via Newark. Absolutely awful expirwnce. Flew back from DC at 6 am. Was required to get my carry on bag checked, and pay the money. Then the staff in the plane was very rude. Arrived at my stop in New Jersey. Confusing airport, but made it to my gate. They said the flight was on time, but we were not going to board yet. I went up and asked the guy st the desk if he knew the boarding time. He literally said ""sit down, I'll make the announcement when I do"". Got on the plane after a uninformed hour delay. Didn't take off for another hour, of just sitting on the plane. Rude staff on their cell phones. Finally get off and it takes me a hour to get my checked bag. Left feeling so stressed and a travel home at usual takes me a hour, took me 5 hours. Would not recommend, and will not fly again.",Detractor
"What a ripoff! Had business class seats but ended up flying Rouge from Orlando to Toronto in their so-called ""premium"" seats. What a joke not even close to business and only marginally better than the horror story that was economy class. Crowded rushed and rude attendants. I learned a lesson here - to stay away from Rouge.",Detractor
CNX-MFM. Kiosk check-in with no bags. Took all of 10 seconds. Flight landed on-time in Macau. Flight left on-time but waited on the tarmac for 20 minutes before take-off with no explanation as to why. Cabin staff friendly and helpful. Would happily fly them again especially ex-CNX!,Promoter
